Dia,Hora,Temperatura,Umidade
01/04/17,11:00:00,22,83
01/04/17,11:15:00,24,76
01/04/17,11:30:00,24,76
01/04/17,11:45:00,24.5,72
01/04/17,12:00:00,24,73
01/04/17,12:15:00,25.2,72
01/04/17,12:30:00,24.9,69
01/04/17,12:45:00,24.5,71
01/04/17,01:00:00,24.5,72
01/04/17,01:15:00,23.2,76
01/04/17,01:30:00,24.7,70
01/04/17,01:45:00,24.2,72
01/04/17,02:00:00,23.7,72
01/04/17,02:15:00,23.7,73
01/04/17,02:30:00,23.7,71
01/04/17,02:45:00,24,71
01/04/17,03:00:00,23.5,73
01/04/17,03:15:00,22.5,77
01/04/17,03:30:00,22.7,76
01/04/17,03:45:00,21.8,80
01/04/17,04:00:00,19.6,89
01/04/17,04:15:00,19.6,92
01/04/17,04:30:00,19.8,93
01/04/17,04:45:00,20.1,94
01/04/17,05:00:00,20.3,93
01/04/17,05:15:00,20.5,92
01/04/17,05:30:00,20.5,91
01/04/17,05:45:00,20.5,90
01/04/17,06:00:00,20.3,89
01/04/17,06:15:00,20.5,88
01/04/17,06:30:00,20.5,89
01/04/17,06:45:00,20.5,89
01/04/17,07:00:00,20.1,94
01/04/17,07:15:00,18.8,96
01/04/17,07:30:00,18.8,97
01/04/17,07:45:00,18.8,97
01/04/17,08:00:00,18.6,97
01/04/17,08:15:00,18.3,97
01/04/17,08:30:00,18.6,97
01/04/17,08:45:00,18.6,97
01/04/17,09:00:00,18.6,97
01/04/17,09:15:00,18.6,97
01/04/17,09:30:00,18.8,97
01/04/17,09:45:00,18.6,97
01/04/17,10:00:00,18.6,97
01/04/17,10:15:00,18.3,97
01/04/17,10:30:00,18.1,97
01/04/17,10:45:00,18.3,98
01/04/17,11:00:00,18.3,98
01/04/17,11:15:00,18.3,98
01/04/17,11:30:00,18.3,98
01/04/17,11:45:00,18.3,98
02/04/17,12:00:00,18.6,98
02/04/17,12:15:00,18.6,98
02/04/17,12:30:00,18.3,98
02/04/17,12:45:00,18.1,98
02/04/17,01:00:00,17.9,98
02/04/17,01:15:00,18.1,98
02/04/17,01:30:00,18.3,98
02/04/17,01:45:00,18.3,98
02/04/17,02:00:00,18.6,98
02/04/17,02:15:00,18.6,98
02/04/17,02:30:00,18.3,98
02/04/17,02:45:00,18.3,98
02/04/17,03:00:00,18.3,98
02/04/17,03:15:00,18.3,98
02/04/17,03:30:00,18.3,98
02/04/17,03:45:00,18.6,98
02/04/17,04:00:00,18.3,98
02/04/17,04:15:00,18.3,98
02/04/17,04:30:00,18.3,98
02/04/17,04:45:00,18.3,98
02/04/17,05:00:00,18.3,98
02/04/17,05:15:00,18.1,98
02/04/17,05:30:00,18.1,98
02/04/17,05:45:00,18.3,98
02/04/17,06:00:00,18.3,98
02/04/17,06:15:00,18.3,98
02/04/17,06:30:00,18.6,98
02/04/17,06:45:00,18.6,98
02/04/17,07:00:00,18.6,98
02/04/17,07:15:00,18.6,98
02/04/17,07:30:00,18.8,98
02/04/17,07:45:00,18.8,98
02/04/17,08:00:00,19.3,98
02/04/17,08:15:00,19.3,98
02/04/17,08:30:00,19.8,97
02/04/17,08:45:00,19.8,97
02/04/17,09:00:00,20.1,96
02/04/17,09:15:00,19.8,96
02/04/17,09:30:00,20.3,95
02/04/17,09:45:00,19.8,94
02/04/17,10:00:00,20.1,96
02/04/17,10:15:00,20.3,96
02/04/17,10:30:00,20.8,95
02/04/17,10:45:00,21.8,85
02/04/17,11:00:00,23,85
02/04/17,11:15:00,23,77
02/04/17,11:30:00,23,78
02/04/17,11:45:00,24.2,74
02/04/17,12:00:00,24.5,71
02/04/17,12:15:00,24.2,73
02/04/17,12:30:00,24.7,70
02/04/17,12:45:00,24.5,75
02/04/17,01:00:00,24.9,72
02/04/17,01:15:00,24.9,71
02/04/17,01:30:00,24.7,73
02/04/17,01:45:00,24.7,72
02/04/17,02:00:00,24.9,71
02/04/17,02:15:00,24.7,73
02/04/17,02:30:00,24.2,76
02/04/17,02:45:00,23.7,75
02/04/17,03:00:00,23.7,76
02/04/17,03:15:00,23.5,77
02/04/17,03:30:00,23.5,77
02/04/17,03:45:00,23,80
02/04/17,04:00:00,22.7,82
02/04/17,04:15:00,22.3,83
02/04/17,04:30:00,22,83
02/04/17,04:45:00,22.3,82
02/04/17,05:00:00,21.3,85
02/04/17,05:15:00,20.8,87
02/04/17,05:30:00,20.5,90
02/04/17,05:45:00,20.1,91
02/04/17,06:00:00,19.8,93
02/04/17,06:15:00,19.6,94
02/04/17,06:30:00,19.3,95
02/04/17,06:45:00,19.1,95
02/04/17,07:00:00,19.1,96
02/04/17,07:15:00,18.8,96
02/04/17,07:30:00,19.3,96
02/04/17,07:45:00,19.3,97
02/04/17,08:00:00,19.1,97
02/04/17,08:15:00,18.8,97
02/04/17,08:30:00,18.6,97
02/04/17,08:45:00,18.8,97
02/04/17,09:00:00,18.6,97
02/04/17,09:15:00,18.3,97
02/04/17,09:30:00,18.6,97
02/04/17,09:45:00,18.3,97
02/04/17,10:00:00,18.3,97
02/04/17,10:15:00,18.3,97
02/04/17,10:30:00,18.3,98
02/04/17,10:45:00,18.6,97
02/04/17,11:00:00,18.8,98
02/04/17,11:15:00,18.8,98
02/04/17,11:30:00,19.1,98
02/04/17,11:45:00,19.1,98
03/04/17,12:00:00,19.1,98
03/04/17,12:15:00,19.1,98
03/04/17,12:30:00,19.1,98
03/04/17,12:45:00,19.1,98
03/04/17,01:00:00,18.8,98
03/04/17,01:15:00,18.8,98
03/04/17,01:30:00,18.6,98
03/04/17,01:45:00,18.3,98
03/04/17,02:00:00,18.1,98
03/04/17,02:15:00,17.9,98
03/04/17,02:30:00,17.6,98
03/04/17,02:45:00,17.6,98
03/04/17,03:00:00,17.6,98
03/04/17,03:15:00,17.4,98
03/04/17,03:30:00,17.4,98
03/04/17,03:45:00,17.4,98
03/04/17,04:00:00,17.4,98
03/04/17,04:15:00,17.4,98
03/04/17,04:30:00,17.1,98
03/04/17,04:45:00,17.1,98
03/04/17,05:00:00,17.1,98
03/04/17,05:15:00,17.1,98
03/04/17,05:30:00,16.9,98
03/04/17,05:45:00,16.9,98
03/04/17,06:00:00,17.1,98
03/04/17,06:15:00,17.1,98
03/04/17,06:30:00,17.1,98
03/04/17,06:45:00,17.1,98
03/04/17,07:00:00,18.3,98
03/04/17,07:15:00,19.1,98
03/04/17,07:30:00,19.8,97
03/04/17,07:45:00,21,93
03/04/17,08:00:00,22.5,82
03/04/17,08:15:00,23.5,79
03/04/17,08:30:00,21.8,83
03/04/17,08:45:00,22,82
03/04/17,09:00:00,24,73
03/04/17,09:15:00,22.5,83
03/04/17,09:30:00,22.5,84
03/04/17,09:45:00,22.3,84
03/04/17,10:00:00,22.3,85
03/04/17,10:15:00,24.7,75
03/04/17,10:30:00,23.7,79
03/04/17,10:45:00,22.7,83
03/04/17,11:00:00,23.7,81
03/04/17,11:15:00,24.5,77
03/04/17,11:30:00,25.2,74
03/04/17,11:45:00,26.7,67
03/04/17,12:00:00,25.2,71
03/04/17,12:15:00,24,77
03/04/17,12:30:00,24,74
03/04/17,12:45:00,24,78
03/04/17,01:00:00,24,78
03/04/17,01:15:00,24,78
03/04/17,01:30:00,23.7,78
03/04/17,01:45:00,24,76
03/04/17,02:00:00,23.5,80
03/04/17,02:15:00,24,77
03/04/17,02:30:00,23.2,80
03/04/17,02:45:00,24.9,75
03/04/17,03:00:00,23.5,78
03/04/17,03:15:00,23.7,77
03/04/17,03:30:00,23.7,77
03/04/17,03:45:00,23.5,78
03/04/17,04:00:00,23.5,78
03/04/17,04:15:00,23.5,80
03/04/17,04:30:00,24,78
03/04/17,04:45:00,23.5,73
03/04/17,05:00:00,22.7,68
03/04/17,05:15:00,22.3,73
03/04/17,05:30:00,20.8,80
03/04/17,05:45:00,20.1,85
03/04/17,06:00:00,19.6,87
03/04/17,06:15:00,19.3,85
03/04/17,06:30:00,18.8,89
03/04/17,06:45:00,18.6,91
03/04/17,07:00:00,18.3,90
03/04/17,07:15:00,18.3,91
03/04/17,07:30:00,18.3,91
03/04/17,07:45:00,18.3,90
03/04/17,08:00:00,18.1,92
03/04/17,08:15:00,18.3,90
03/04/17,08:30:00,18.1,91
03/04/17,08:45:00,18.1,93
03/04/17,09:00:00,17.9,94
03/04/17,09:15:00,17.6,93
03/04/17,09:30:00,17.4,93
03/04/17,09:45:00,17.4,93
03/04/17,10:00:00,17.4,94
03/04/17,10:15:00,17.9,95
03/04/17,10:30:00,17.9,95
03/04/17,10:45:00,17.9,95
03/04/17,11:00:00,17.6,96
03/04/17,11:15:00,17.6,96
03/04/17,11:30:00,17.9,97
03/04/17,11:45:00,18.1,97
04/04/17,12:00:00,18.3,97
04/04/17,12:15:00,18.1,97
04/04/17,12:30:00,18.1,97
04/04/17,12:45:00,18.3,97
04/04/17,01:00:00,18.6,97
04/04/17,01:15:00,18.3,97
04/04/17,01:30:00,18.1,97
04/04/17,01:45:00,18.1,97
04/04/17,02:00:00,18.1,97
04/04/17,02:15:00,18.3,97
04/04/17,02:30:00,18.3,97
04/04/17,02:45:00,18.3,97
04/04/17,03:00:00,18.3,97
04/04/17,03:15:00,18.1,97
04/04/17,03:30:00,17.9,97
04/04/17,03:45:00,17.6,97
04/04/17,04:00:00,17.6,97
04/04/17,04:15:00,17.4,97
04/04/17,04:30:00,17.4,97
04/04/17,04:45:00,17.6,98
04/04/17,05:00:00,17.6,98
04/04/17,05:15:00,17.6,98
04/04/17,05:30:00,17.9,98
04/04/17,05:45:00,18.1,98
04/04/17,06:00:00,17.9,98
04/04/17,06:15:00,17.6,98
04/04/17,06:30:00,17.9,98
04/04/17,06:45:00,17.9,98
04/04/17,07:00:00,18.8,98
04/04/17,07:15:00,20.1,97
04/04/17,07:30:00,20.5,91
04/04/17,07:45:00,23.2,79
04/04/17,08:00:00,23.2,76
04/04/17,08:15:00,23.7,75
04/04/17,08:30:00,24,75
04/04/17,08:45:00,24.5,74
04/04/17,09:00:00,25.2,67
04/04/17,09:15:00,25.4,66
04/04/17,09:30:00,25.7,67
04/04/17,09:45:00,25.7,67
04/04/17,10:00:00,27.1,65
04/04/17,10:15:00,27.1,61
04/04/17,10:30:00,27.1,59
04/04/17,10:45:00,27.1,59
04/04/17,11:00:00,27.9,56
04/04/17,11:15:00,27.6,64
04/04/17,11:30:00,27.4,58
04/04/17,11:45:00,27.6,62
04/04/17,12:00:00,27.9,59
04/04/17,12:15:00,28.1,57
04/04/17,12:30:00,27.9,57
04/04/17,12:45:00,28.1,66
04/04/17,01:00:00,27.4,66
04/04/17,01:15:00,27.4,67
04/04/17,01:30:00,28.1,58
04/04/17,01:45:00,28.1,63
04/04/17,02:00:00,28.1,61
04/04/17,02:15:00,27.9,60
04/04/17,02:30:00,27.6,60
04/04/17,02:45:00,26.7,63
04/04/17,03:00:00,25.9,64
04/04/17,03:15:00,25.9,64
04/04/17,03:30:00,25.2,65
04/04/17,03:45:00,25.2,63
04/04/17,04:00:00,24.7,66
04/04/17,04:15:00,24.2,68
04/04/17,04:30:00,23.7,70
04/04/17,04:45:00,23.7,74
04/04/17,05:00:00,23.5,74
04/04/17,05:15:00,23,76
04/04/17,05:30:00,22.5,77
04/04/17,05:45:00,22.5,77
04/04/17,06:00:00,21.5,84
04/04/17,06:15:00,21,86
04/04/17,06:30:00,21.3,85
04/04/17,06:45:00,20.8,87
04/04/17,07:00:00,20.5,89
04/04/17,07:15:00,20.3,90
04/04/17,07:30:00,20.1,92
04/04/17,07:45:00,20.1,93
04/04/17,08:00:00,19.8,94
04/04/17,08:15:00,20.1,94
04/04/17,08:30:00,20.1,94
04/04/17,08:45:00,19.8,94
04/04/17,09:00:00,19.8,93
04/04/17,09:15:00,20.1,92
04/04/17,09:30:00,20.3,90
04/04/17,09:45:00,20.1,91
04/04/17,10:00:00,19.8,93
04/04/17,10:15:00,19.6,94
04/04/17,10:30:00,19.3,94
04/04/17,10:45:00,19.6,94
04/04/17,11:00:00,19.6,92
04/04/17,11:15:00,19.8,91
04/04/17,11:30:00,20.3,89
04/04/17,11:45:00,20.3,88
05/04/17,12:00:00,20.1,89
05/04/17,12:15:00,20.3,89
05/04/17,12:30:00,20.1,90
05/04/17,12:45:00,19.8,92
05/04/17,01:00:00,19.8,92
05/04/17,01:15:00,19.6,93
05/04/17,01:30:00,19.8,94
05/04/17,01:45:00,19.6,94
05/04/17,02:00:00,19.6,95
05/04/17,02:15:00,19.3,95
05/04/17,02:30:00,19.3,95
05/04/17,02:45:00,18.8,96
05/04/17,03:00:00,19.1,96
05/04/17,03:15:00,19.3,96
05/04/17,03:30:00,19.1,96
05/04/17,03:45:00,19.1,96
05/04/17,04:00:00,18.8,96
05/04/17,04:15:00,18.6,96
05/04/17,04:30:00,18.6,97
05/04/17,04:45:00,19.1,97
05/04/17,05:00:00,19.1,97
05/04/17,05:15:00,19.1,97
05/04/17,05:30:00,19.3,97
05/04/17,05:45:00,19.1,96
05/04/17,06:00:00,18.8,96
05/04/17,06:15:00,19.1,96
05/04/17,06:30:00,19.3,96
05/04/17,06:45:00,19.6,94
05/04/17,07:00:00,20.5,91
05/04/17,07:15:00,22.7,78
05/04/17,07:30:00,24.5,73
05/04/17,07:45:00,25.4,69
05/04/17,08:00:00,26.2,67
05/04/17,08:15:00,26.4,67
05/04/17,08:30:00,25.9,67
05/04/17,08:45:00,27.1,63
05/04/17,09:00:00,26.9,63
05/04/17,09:15:00,27.4,62
05/04/17,09:30:00,27.6,59
05/04/17,09:45:00,28.6,57
05/04/17,10:00:00,28.1,57
05/04/17,10:15:00,28.6,56
05/04/17,10:30:00,29.6,52
05/04/17,10:45:00,30.3,53
05/04/17,11:00:00,29.1,54
05/04/17,11:15:00,29.3,54
05/04/17,11:30:00,29.3,54
05/04/17,11:45:00,29.6,52
05/04/17,12:00:00,29.3,52
05/04/17,12:15:00,29.8,56
05/04/17,12:30:00,30.1,52
05/04/17,12:45:00,29.6,55
05/04/17,01:00:00,29.8,51
05/04/17,01:15:00,29.8,52
05/04/17,01:30:00,29.8,51
05/04/17,01:45:00,30.1,52
05/04/17,02:00:00,30.1,52
05/04/17,02:15:00,30.6,51
05/04/17,02:30:00,30.6,51
05/04/17,02:45:00,30.6,49
05/04/17,03:00:00,30.6,47
05/04/17,03:15:00,30.1,49
05/04/17,03:30:00,30.3,51
05/04/17,03:45:00,29.6,51
05/04/17,04:00:00,29.6,49
05/04/17,04:15:00,29.1,51
05/04/17,04:30:00,28.8,53
05/04/17,04:45:00,28.4,53
05/04/17,05:00:00,27.6,57
05/04/17,05:15:00,26.4,63
05/04/17,05:30:00,25.2,70
05/04/17,05:45:00,24.5,71
05/04/17,06:00:00,24,73
05/04/17,06:15:00,23.2,76
05/04/17,06:30:00,23,78
05/04/17,06:45:00,22.7,77
05/04/17,07:00:00,22.5,80
05/04/17,07:15:00,22.5,80
05/04/17,07:30:00,22.7,80
05/04/17,07:45:00,22.5,81
05/04/17,08:00:00,22.3,83
05/04/17,08:15:00,22.3,84
05/04/17,08:30:00,22.3,85
05/04/17,08:45:00,22,87
05/04/17,09:00:00,22,87
05/04/17,09:15:00,22,87
05/04/17,09:30:00,22,86
05/04/17,09:45:00,21.8,87
05/04/17,10:00:00,21.5,88
05/04/17,10:15:00,21.3,88
05/04/17,10:30:00,21.3,88
05/04/17,10:45:00,21.3,88
05/04/17,11:00:00,21.3,88
05/04/17,11:15:00,21.3,87
05/04/17,11:30:00,21,87
05/04/17,11:45:00,21.3,85
06/04/17,12:00:00,21.5,83
06/04/17,12:15:00,21.3,85
06/04/17,12:30:00,21.8,82
06/04/17,12:45:00,22.3,77
06/04/17,01:00:00,23.2,71
06/04/17,01:15:00,24,66
06/04/17,01:30:00,25.2,58
06/04/17,01:45:00,25.4,58
06/04/17,02:00:00,25.4,56
06/04/17,02:15:00,25.9,56
06/04/17,02:30:00,25.2,59
06/04/17,02:45:00,25.2,59
06/04/17,03:00:00,25.2,59
06/04/17,03:15:00,25.4,58
06/04/17,03:30:00,25.2,58
06/04/17,03:45:00,25.4,57
06/04/17,04:00:00,25.2,58
06/04/17,04:15:00,25.2,58
06/04/17,04:30:00,25.4,57
06/04/17,04:45:00,25.9,54
06/04/17,05:00:00,25.9,53
06/04/17,05:15:00,25.9,54
06/04/17,05:30:00,25.2,59
06/04/17,05:45:00,24.7,59
06/04/17,06:00:00,24.9,60
06/04/17,06:15:00,24.7,60
06/04/17,06:30:00,25.7,56
06/04/17,06:45:00,24.5,62
06/04/17,07:00:00,25.2,60
06/04/17,07:15:00,26.2,60
06/04/17,07:30:00,27.1,53
06/04/17,07:45:00,27.1,56
06/04/17,08:00:00,27.6,56
06/04/17,08:15:00,28.4,52
06/04/17,08:30:00,28.8,51
06/04/17,08:45:00,29.1,45
06/04/17,09:00:00,29.8,46
06/04/17,09:15:00,30.3,43
06/04/17,09:30:00,30.6,45
06/04/17,09:45:00,31,44
06/04/17,10:00:00,31.3,44
06/04/17,10:15:00,31,43
06/04/17,10:30:00,31.8,41
06/04/17,10:45:00,31.8,41
06/04/17,11:00:00,32,41
06/04/17,11:15:00,33.2,38
06/04/17,11:30:00,33,40
06/04/17,11:45:00,33.7,40
06/04/17,12:00:00,33.7,39
06/04/17,12:15:00,33.2,44
06/04/17,12:30:00,30.8,51
06/04/17,12:45:00,30.6,54
06/04/17,01:00:00,29.6,58
06/04/17,01:15:00,28.6,63
06/04/17,01:30:00,26.9,72
06/04/17,01:45:00,26.9,71
06/04/17,02:00:00,27.1,70
06/04/17,02:15:00,27.1,72
06/04/17,02:30:00,26.9,73
06/04/17,02:45:00,26.2,76
06/04/17,03:00:00,25.9,78
06/04/17,03:15:00,25.4,80
06/04/17,03:30:00,25.4,80
06/04/17,03:45:00,25.4,81
06/04/17,04:00:00,25.7,80
06/04/17,04:15:00,25.4,82
06/04/17,04:30:00,25.7,77
06/04/17,04:45:00,26.2,78
06/04/17,05:00:00,25.9,73
06/04/17,05:15:00,25.4,73
06/04/17,05:30:00,24.7,76
06/04/17,05:45:00,24,77
06/04/17,06:00:00,23.7,76
06/04/17,06:15:00,23.7,76
06/04/17,06:30:00,23.5,78
06/04/17,06:45:00,23.5,78
06/04/17,07:00:00,23.7,77
06/04/17,07:15:00,23.5,79
06/04/17,07:30:00,23.5,78
06/04/17,07:45:00,23.2,76
06/04/17,08:00:00,23,78
06/04/17,08:15:00,22.7,80
06/04/17,08:30:00,22.5,81
06/04/17,08:45:00,22.3,82
06/04/17,09:00:00,22,83
06/04/17,09:15:00,22,82
06/04/17,09:30:00,22,82
06/04/17,09:45:00,22,82
06/04/17,10:00:00,21.8,84
06/04/17,10:15:00,21.5,83
06/04/17,10:30:00,21.8,85
06/04/17,10:45:00,22,84
06/04/17,11:00:00,22.3,83
06/04/17,11:15:00,22,85
06/04/17,11:30:00,22.5,84
06/04/17,11:45:00,22.5,84
07/04/17,12:00:00,22.7,83
07/04/17,12:15:00,22.7,82
07/04/17,12:30:00,23,81
07/04/17,12:45:00,23.5,77
07/04/17,01:00:00,23,81
07/04/17,01:15:00,23,83
07/04/17,01:30:00,22.7,83
07/04/17,01:45:00,22.7,84
07/04/17,02:00:00,22.5,84
07/04/17,02:15:00,22.5,85
07/04/17,02:30:00,22.5,84
07/04/17,02:45:00,22.5,85
07/04/17,03:00:00,22.3,85
07/04/17,03:15:00,22.3,85
07/04/17,03:30:00,22,86
07/04/17,03:45:00,21.8,86
07/04/17,04:00:00,21.8,86
07/04/17,04:15:00,21.5,88
07/04/17,04:30:00,21.5,87
07/04/17,04:45:00,21.5,87
07/04/17,05:00:00,21.5,88
07/04/17,05:15:00,21.5,88
07/04/17,05:30:00,21.3,90
07/04/17,05:45:00,21.3,90
07/04/17,06:00:00,21.5,91
07/04/17,06:15:00,21.5,91
07/04/17,06:30:00,21.5,91
07/04/17,06:45:00,21.8,91
07/04/17,07:00:00,22,91
07/04/17,07:15:00,22.3,91
07/04/17,07:30:00,22.7,90
07/04/17,07:45:00,23.7,88
07/04/17,08:00:00,24.5,84
07/04/17,08:15:00,24.9,83
07/04/17,08:30:00,24.2,86
07/04/17,08:45:00,24.2,89
07/04/17,09:00:00,24.7,89
07/04/17,09:15:00,24.2,91
07/04/17,09:30:00,24,92
07/04/17,09:45:00,24,93
07/04/17,10:00:00,24.2,93
07/04/17,10:15:00,24.2,92
07/04/17,10:30:00,24,93
07/04/17,10:45:00,24,94
07/04/17,11:00:00,24,92
07/04/17,11:15:00,24.2,91
07/04/17,11:30:00,24.5,93
07/04/17,11:45:00,24.2,95
07/04/17,12:00:00,25.2,94
07/04/17,12:15:00,24.9,91
07/04/17,12:30:00,24.7,92
07/04/17,12:45:00,25.2,91
07/04/17,01:00:00,24.5,89
07/04/17,01:15:00,24.2,90
07/04/17,01:30:00,24,92
07/04/17,01:45:00,24.5,91
07/04/17,02:00:00,24.7,88
07/04/17,02:15:00,24.9,88
07/04/17,02:30:00,24.5,90
07/04/17,02:45:00,24.5,91
07/04/17,03:00:00,24,92
07/04/17,03:15:00,23.7,92
07/04/17,03:30:00,23.5,93
07/04/17,03:45:00,23.5,94
07/04/17,04:00:00,23.5,94
07/04/17,04:15:00,23.5,93
07/04/17,04:30:00,23.7,93
07/04/17,04:45:00,23.5,93
07/04/17,05:00:00,23.5,94
07/04/17,05:15:00,23.5,94
07/04/17,05:30:00,23.5,94
07/04/17,05:45:00,23.5,94
07/04/17,06:00:00,23.5,93
07/04/17,06:15:00,23.5,94
07/04/17,06:30:00,23.5,94
07/04/17,06:45:00,23.5,94
07/04/17,07:00:00,23.5,95
07/04/17,07:15:00,23.5,95
07/04/17,07:30:00,23.5,96
07/04/17,07:45:00,23.2,96
07/04/17,08:00:00,23.5,96
07/04/17,08:15:00,23.5,97
07/04/17,08:30:00,23.2,97
07/04/17,08:45:00,23.2,97
07/04/17,09:00:00,23.5,97
07/04/17,09:15:00,23.5,97
07/04/17,09:30:00,23.5,97
07/04/17,09:45:00,23.5,97
07/04/17,10:00:00,23.5,97
07/04/17,10:15:00,23.5,97
07/04/17,10:30:00,23.2,97
07/04/17,10:45:00,23.2,97
07/04/17,11:00:00,23.2,97
07/04/17,11:15:00,23.2,98
07/04/17,11:30:00,23.2,98
07/04/17,11:45:00,23,98
08/04/17,12:00:00,23.2,98
08/04/17,12:15:00,23.2,98
08/04/17,12:30:00,23,98
08/04/17,12:45:00,23,98
08/04/17,01:00:00,23,98
08/04/17,01:15:00,23,98
08/04/17,01:30:00,23,98
08/04/17,01:45:00,23,98
08/04/17,02:00:00,23,98
08/04/17,02:15:00,22.7,98
08/04/17,02:30:00,22.7,98
08/04/17,02:45:00,22.7,98
08/04/17,03:00:00,22.7,98
08/04/17,03:15:00,22.7,98
08/04/17,03:30:00,22.7,98
08/04/17,03:45:00,22.7,98
08/04/17,04:00:00,22.5,98
08/04/17,04:15:00,22.3,98
08/04/17,04:30:00,22.5,98
08/04/17,04:45:00,22.7,98
08/04/17,05:00:00,22.5,98
08/04/17,05:15:00,22.7,98
08/04/17,05:30:00,22.5,98
08/04/17,05:45:00,22.5,98
08/04/17,06:00:00,22.5,98
08/04/17,06:15:00,22.5,98
08/04/17,06:30:00,22.7,98
08/04/17,06:45:00,22.7,98
08/04/17,07:00:00,23,98
08/04/17,07:15:00,23.2,98
08/04/17,07:30:00,23.2,98
08/04/17,07:45:00,23.2,98
08/04/17,08:00:00,23.5,98
08/04/17,08:15:00,23.7,98
08/04/17,08:30:00,23.5,98
08/04/17,08:45:00,23.7,98
08/04/17,09:00:00,23.5,98
08/04/17,09:15:00,23.5,98
08/04/17,09:30:00,24.5,97
08/04/17,09:45:00,24.5,94
08/04/17,10:00:00,24.7,94
08/04/17,10:15:00,24.5,93
08/04/17,10:30:00,24.2,94
08/04/17,10:45:00,23.7,95
08/04/17,11:00:00,23.7,96
08/04/17,11:15:00,23.7,97
08/04/17,11:30:00,23.5,97
08/04/17,11:45:00,23.2,97
08/04/17,12:00:00,23,97
08/04/17,12:15:00,23.2,97
08/04/17,12:30:00,23.5,97
08/04/17,12:45:00,23.7,97
08/04/17,01:00:00,23.7,95
08/04/17,01:15:00,24.2,93
08/04/17,01:30:00,24,93
08/04/17,01:45:00,23.7,93
08/04/17,02:00:00,24.5,91
08/04/17,02:15:00,24.2,90
08/04/17,02:30:00,24.2,90
08/04/17,02:45:00,24.5,89
08/04/17,03:00:00,24.2,91
08/04/17,03:15:00,24.2,91
08/04/17,03:30:00,23.7,91
08/04/17,03:45:00,23.5,93
08/04/17,04:00:00,23.2,94
08/04/17,04:15:00,23.2,94
08/04/17,04:30:00,23.2,94
08/04/17,04:45:00,23.2,94
08/04/17,05:00:00,23,94
08/04/17,05:15:00,23,95
08/04/17,05:30:00,23,95
08/04/17,05:45:00,22.7,95
08/04/17,06:00:00,22.5,95
08/04/17,06:15:00,22.5,95
08/04/17,06:30:00,22.5,96
08/04/17,06:45:00,22.5,96
08/04/17,07:00:00,22.5,96
08/04/17,07:15:00,22.5,96
08/04/17,07:30:00,22.3,96
08/04/17,07:45:00,22.3,97
08/04/17,08:00:00,22,96
08/04/17,08:15:00,21.8,97
08/04/17,08:30:00,21.5,97
08/04/17,08:45:00,21.5,97
08/04/17,09:00:00,21.8,97
08/04/17,09:15:00,21.3,97
08/04/17,09:30:00,21.5,97
08/04/17,09:45:00,21.8,97
08/04/17,10:00:00,21.8,98
08/04/17,10:15:00,21.8,97
08/04/17,10:30:00,22,98
08/04/17,10:45:00,22,98
08/04/17,11:00:00,22,98
08/04/17,11:15:00,21.8,98
08/04/17,11:30:00,21.8,98
08/04/17,11:45:00,21.5,98
09/04/17,12:00:00,21.5,97
09/04/17,12:15:00,21,97
09/04/17,12:30:00,21.3,98
09/04/17,12:45:00,21,98
09/04/17,01:00:00,21,98
09/04/17,01:15:00,21,98
09/04/17,01:30:00,21,98
09/04/17,01:45:00,21.3,98
09/04/17,02:00:00,21.3,98
09/04/17,02:15:00,21.3,98
09/04/17,02:30:00,21.3,98
09/04/17,02:45:00,21.5,98
09/04/17,03:00:00,21.5,98
09/04/17,03:15:00,21.3,98
09/04/17,03:30:00,21.3,98
09/04/17,03:45:00,21.3,98
09/04/17,04:00:00,21,98
09/04/17,04:15:00,21,98
09/04/17,04:30:00,20.8,98
09/04/17,04:45:00,20.8,98
09/04/17,05:00:00,20.8,98
09/04/17,05:15:00,20.5,98
09/04/17,05:30:00,20.8,98
09/04/17,05:45:00,20.8,98
09/04/17,06:00:00,20.5,98
09/04/17,06:15:00,21,98
09/04/17,06:30:00,20.8,98
09/04/17,06:45:00,21,98
09/04/17,07:00:00,21.5,98
09/04/17,07:15:00,22.5,98
09/04/17,07:30:00,22.7,98
09/04/17,07:45:00,23.2,97
09/04/17,08:00:00,24.7,89
09/04/17,08:15:00,24.5,85
09/04/17,08:30:00,24.9,85
09/04/17,08:45:00,25.4,79
09/04/17,09:00:00,25.7,82
09/04/17,09:15:00,27.4,76
09/04/17,09:30:00,25.9,81
09/04/17,09:45:00,25.9,81
09/04/17,10:00:00,25.4,84
09/04/17,10:15:00,25.4,84
09/04/17,10:30:00,25.4,84
09/04/17,10:45:00,24.9,86
09/04/17,11:00:00,25.2,85
09/04/17,11:15:00,25.7,86
09/04/17,11:30:00,25.7,86
09/04/17,11:45:00,25.4,88
09/04/17,12:00:00,24.7,91
09/04/17,12:15:00,24.7,91
09/04/17,12:30:00,24.9,91
09/04/17,12:45:00,24.9,89
09/04/17,01:00:00,25.7,86
09/04/17,01:15:00,25.9,83
09/04/17,01:30:00,25.9,83
09/04/17,01:45:00,25.9,83
09/04/17,02:00:00,25.2,88
09/04/17,02:15:00,26.2,79
09/04/17,02:30:00,26.7,80
09/04/17,02:45:00,27.4,75
09/04/17,03:00:00,27.1,76
